item_id,level,name,reading,english_name,type,srs_stage_group,srs_stage,document_url,reason_skipped
6811,Initiation,19,一匹,いっぴき,One Small Animal,vocabulary,0,https://www.wanikani.com/vocabulary/%E4%B8%80%E5%8C%B9,
4349,Initiation,19,警察署,けいさつしょ,Police Station,vocabulary,0,https://www.wanikani.com/vocabulary/%E8%AD%A6%E5%AF%9F%E7%BD%B2,
4184,Initiation,19,警官,けいかん,Police Officer,vocabulary,0,https://www.wanikani.com/vocabulary/%E8%AD%A6%E5%AE%98,
4183,Initiation,19,宇宙,うちゅう,Outer Space,vocabulary,0,https://www.wanikani.com/vocabulary/%E5%AE%87%E5%AE%99,
4195,Initiation,19,生徒,せいと,Student,vocabulary,0,https://www.wanikani.com/vocabulary/%E7%94%9F%E5%BE%92,
4171,Initiation,19,三冊,さんさつ,Three Books,vocabulary,0,https://www.wanikani.com/vocabulary/%E4%B8%89%E5%86%8A,
4220,Initiation,19,混ぜる,まぜる,To Mix Something,vocabulary,0,https://www.wanikani.com/vocabulary/%E6%B7%B7%E3%81%9C%E3%82%8B,
4296,Initiation,20,飛行機,ひこうき,Airplane,vocabulary,0,https://www.wanikani.com/vocabulary/%E9%A3%9B%E8%A1%8C%E6%A9%9F,
8829,31,guy,,Guy,radical,,,https://www.wanikani.com/radicals/guy,known
341,32,same,,Same,radical,,,https://www.wanikani.com/radicals/same,known
343,32,certain,,Certain,radical,,,https://www.wanikani.com/radicals/certain,known
346,33,inside,,Inside,radical,,,https://www.wanikani.com/radicals/inside,known
344,33,interval,,Interval,radical,,,https://www.wanikani.com/radicals/interval,known
382,33,wide,,Wide,radical,,,https://www.wanikani.com/radicals/wide,known
349,34,member,,Member,radical,,,https://www.wanikani.com/radicals/member,known
359,36,departure,,Departure,radical,,,https://www.wanikani.com/radicals/departure,known
360,36,sweet,,Sweet,radical,,,https://www.wanikani.com/radicals/sweet,known
364,37,prize,,Prize,radical,,,https://www.wanikani.com/radicals/prize,known
366,37,violence,,Violence,radical,,,https://www.wanikani.com/radicals/violence,known
371,38,have,,Have,radical,,,https://www.wanikani.com/radicals/have,known
369,38,prefecture,,Prefecture,radical,,,https://www.wanikani.com/radicals/prefecture,known
368,38,think,,Think,radical,,,https://www.wanikani.com/radicals/think,known
372,38,tooth,,Tooth,radical,,,https://www.wanikani.com/radicals/tooth,known
373,39,buddy,,Buddy,radical,,,https://www.wanikani.com/radicals/buddy,known
376,39,hill,,Hill,radical,,,https://www.wanikani.com/radicals/hill,known
413,39,reality,,Reality,radical,,,https://www.wanikani.com/radicals/reality,known
414,39,scroll,,Scroll,radical,,,https://www.wanikani.com/radicals/scroll,known
370,39,sky,,Sky,radical,,,https://www.wanikani.com/radicals/sky,known
377,39,three,,Three,radical,,,https://www.wanikani.com/radicals/three,known
379,40,every,,Every,radical,,,https://www.wanikani.com/radicals/every,known
380,40,preserve,,Preserve,radical,,,https://www.wanikani.com/radicals/preserve,known
8833,40,rejoice,,Rejoice,radical,,,https://www.wanikani.com/radicals/rejoice,known
325,29,above,,Above,radical,,,https://www.wanikani.com/radicals/above,known
322,29,district,,District,radical,,,https://www.wanikani.com/radicals/district,known
8856,41,wife,,Wife,radical,,,https://www.wanikani.com/radicals/wife,known
385,42,bone,,Bone,radical,,,https://www.wanikani.com/radicals/bone,known
387,42,shop,,Shop,radical,,,https://www.wanikani.com/radicals/shop,known
416,44,wind,,Wind,radical,,,https://www.wanikani.com/radicals/wind,known
397,45,renew,,Renew,radical,,,https://www.wanikani.com/radicals/renew,known
396,45,protect,,Protect,radical,,,https://www.wanikani.com/radicals/protect,known
402,47,wave,,Wave,radical,,,https://www.wanikani.com/radicals/wave,known
404,48,form,,Form,radical,,,https://www.wanikani.com/radicals/form,known
405,48,light,,Light,radical,,,https://www.wanikani.com/radicals/light,known
406,49,times,,Times,radical,,,https://www.wanikani.com/radicals/times,known
409,50,name,,Name,radical,,,https://www.wanikani.com/radicals/name,known
432,51,stomach,,Stomach,radical,,,https://www.wanikani.com/radicals/stomach,known
438,53,tall,,Tall,radical,,,https://www.wanikani.com/radicals/tall,known
8832,55,doubt,,Doubt,radical,,,https://www.wanikani.com/radicals/doubt,known
423,55,feeling,,Feeling,radical,,,https://www.wanikani.com/radicals/feeling,known
436,59,below,,Below,radical,,,https://www.wanikani.com/radicals/below,known
1350,28,冷,れい,Cool,kanji,,,https://www.wanikani.com/kanji/%E5%86%B7,known
1375,28,傘,かさ,Umbrella,kanji,,,https://www.wanikani.com/kanji/%E5%82%98,known
1388,29,韓,かん,Korea,kanji,,,https://www.wanikani.com/kanji/%E9%9F%93,known
1417,30,遊,ゆう,Play,kanji,,,https://www.wanikani.com/kanji/%E9%81%8A,known
4498,22,誕生,たんじょう,Birth,vocabulary,Initiation,0,https://www.wanikani.com/vocabulary/%E8%AA%95%E7%94%9F,known
4509,22,各〜,かく,Each,vocabulary,Initiation,0,https://www.wanikani.com/vocabulary/%E5%90%84%E3%80%9C,known
4491,22,寝坊,ねぼう,Oversleeping,vocabulary,Initiation,0,https://www.wanikani.com/vocabulary/%E5%AF%9D%E5%9D%8A,known
4680,24,日本製,にほんせい,Made In Japan,vocabulary,Initiation,0,https://www.wanikani.com/vocabulary/%E6%97%A5%E6%9C%AC%E8%A3%BD,known
6996,25,涼しい,すずしい,Cool,vocabulary,Initiation,0,https://www.wanikani.com/vocabulary/%E6%B6%BC%E3%81%97%E3%81%84,known
4779,25,響く,ひびく,To Echo,vocabulary,Initiation,0,https://www.wanikani.com/vocabulary/%E9%9F%BF%E3%81%8F,known
4767,25,頑張る,がんばる,To Persevere,vocabulary,Initiation,0,https://www.wanikani.com/vocabulary/%E9%A0%91%E5%BC%B5%E3%82%8B,known
4969,26,お誕生日おめでとう,おたんじょうびおめでとう,Happy Birthday,vocabulary,Initiation,0,https://www.wanikani.com/vocabulary/%E3%81%8A%E8%AA%95%E7%94%9F%E6%97%A5%E3%81%8A%E3%82%81%E3%81%A7%E3%81%A8%E3%81%86,known
5098,27,靴,くつ,Shoes,vocabulary,,,https://www.wanikani.com/vocabulary/%E9%9D%B4,known
5058,27,眠い,ねむい,Sleepy,vocabulary,,,https://www.wanikani.com/vocabulary/%E7%9C%A0%E3%81%84,known
5100,27,靴屋,くつや,Shoe Store,vocabulary,,,https://www.wanikani.com/vocabulary/%E9%9D%B4%E5%B1%8B,known
5033,27,暇,ひま,Spare Time,vocabulary,Initiation,0,https://www.wanikani.com/vocabulary/%E6%9A%87,known
5047,27,階段,かいだん,Stairs,vocabulary,Initiation,0,https://www.wanikani.com/vocabulary/%E9%9A%8E%E6%AE%B5,known
8718,27,胃,い,Stomach,vocabulary,Initiation,0,https://www.wanikani.com/vocabulary/%E8%83%83,known
5082,27,貸す,かす,To Lend,vocabulary,,,https://www.wanikani.com/vocabulary/%E8%B2%B8%E3%81%99,known
5121,28,冷たい,つめたい,Cold,vocabulary,,,https://www.wanikani.com/vocabulary/%E5%86%B7%E3%81%9F%E3%81%84,known
5115,28,傘,かさ,Umbrella,vocabulary,,,https://www.wanikani.com/vocabulary/%E5%82%98,known
5294,29,韓国,かんこく,South Korea,vocabulary,,,https://www.wanikani.com/vocabulary/%E9%9F%93%E5%9B%BD,known
5361,30,背,せ,Height,vocabulary,,,https://www.wanikani.com/vocabulary/%E8%83%8C,known
7773,30,押し,おし,Push,vocabulary,,,https://www.wanikani.com/vocabulary/%E6%8A%BC%E3%81%97,known
8908,28,front,,Front,radical,,,https://www.wanikani.com/radicals/front,known
317,28,specialty,,Specialty,radical,,,https://www.wanikani.com/radicals/specialty,known
